"02/09/2021","APPLE.COM/BILL           88005556734  IE","-59.00","home"
"02/09/2021","BUSHE                    SAINT PETERSBRU","-77.20","cafe"
"02/09/2021","MEALTY.                  SANKT-PETERBURU","-180.00","office"
"02/09/2021","VKUSVILL 1789 2          SANKT-PETERBURU","-229.89","food"
"02/09/2021","LYUDI LYUBYAT            SANKT-PETERBURU","-149.00","food"
"02/09/2021","RIOMAG                   SANKT-PETERBURU","-1346.96","food"
"02/09/2021","WB DYI                   MILKOVO      RU","-1419.00","goods"
"02/09/2021","WB DYI                   MILKOVO      RU","-9860.00","goods"
"02/08/2021","ВОЗНАГРАЖДЕНИЕ ЗА РЕГУЛЯРНЫЕ ПОКУПКИ","881.74","unspecified"
"02/08/2021","Дополнительное вознаграждение","176.35","unspecified"
"02/08/2021","STOUN                    St PetersburgRU","-720.00","unspecified"
"02/08/2021","STOUN                    St PetersburgRU","-690.00","unspecified"
"02/08/2021","VENDEX                   SANKT-PETERBURU","-40.00","office"
"02/08/2021","IP GULIEVA A.S.          SANKT-PETERBURU","-40.00","food"
"02/08/2021","IP GULIEVA A.S.          SANKT-PETERBURU","-40.00","food"
"02/08/2021","METRO.SPB.RU             St PetersburgRU","-500.00","transport"
"02/08/2021","APTEKA 312-78            SANKT-PETERBURU","-725.00","health"
"02/08/2021","MEALTY.                  SANKT-PETERBURU","-300.00","office"
"02/08/2021","APTEKA                   SANKT-PETERBURU","-870.00","health"
"02/08/2021","VKUSVILL 2127 4          SANKT-PETERBURU","-299.15","food"
"02/08/2021","OSTIN SZF                SANKT-PETERBURU","-1198.00","goods"
"02/07/2021","FAMILIA                  SANKT-PETERBURU","-599.00","goods"
"02/07/2021","FAMILIA                  SANKT-PETERBURU","-499.00","goods"
"02/07/2021","Atele                    g Sankt-PeterRU","-1000.00","unspecified"
"02/07/2021","IP GULIEVA A.S.          SANKT-PETERBURU","-236.00","food"
"02/07/2021","ULYBKA RADUGI            SANKT-PETERBURU","-378.00","food"
"02/07/2021","OOO RYBOLOV PROFI 2      SANKT-PETERBURU","-30.00","food"
"02/07/2021","KRASNOE BELOE            SANKT-PETERBURU","-240.34","food"
"02/07/2021","ZOLOTAYA RYBKA           SANKT-PETERBURU","-64.00","food"
